Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD,MACD_signal,MACD_hist,Stoch_K,Stoch_D,BB_upper,BB_middle,BB_lower,ATR_14,Price_Change,Volatility_20,HL_Ratio,Hour,DayOfWeek,Month
2012-03-09,50.073001861572266,50.08300018310547,49.650001525878906,50.02299880981445,0,49.402750396728514,50.286640090942385,49.68092567956706,49.71328108342168,64.54715574913968,-0.03235540385461633,-0.2412637219139409,0.20890831805932458,64.4620172051968,73.03591357886249,50.21579940275941,49.402750396728514,48.58970139069762,0.4603568485804982,-0.004077290601359196,0.4065245030154458,1.0087210200185164,0,4,3
2012-03-12,49.75299835205078,50.03799819946289,49.650001525878906,49.83000183105469,0,49.422750282287595,50.22154006958008,49.6920137830261,49.716223103320125,61.01997112240459,-0.02420932029402678,-0.19785284158995808,0.1736435212959313,47.66392195184467,62.44967132840994,50.25019784056088,49.422750282287595,48.59530272401431,0.4710709708077582,-0.006390739472862839,0.41372377913664093,1.0078146356829767,0,0,3
2012-03-13,49.96799850463867,50.01300048828125,49.790000915527344,50.01300048828125,0,49.461750221252444,50.15494003295898,49.73447297096649,49.73487313304743,61.8537311118878,-0.0004001620809361839,-0.1583623056881537,0.15796214360721753,58.95002643256492,57.02532186320213,50.31571285303003,49.461750221252444,48.60778758947486,0.4757140023367756,0.00432135066647743,0.42698131588879334,1.004478802342909,0,1,3
2012-03-14,49.83000183105469,50.007999420166016,49.79800033569336,49.87300109863281,0,49.48535022735596,50.090540084838864,49.74916971867237,49.741919703270185,60.70682546525735,0.007250015402185284,-0.12523984147008593,0.13248985687227122,51.70610191756244,52.773350100657346,50.35321562157653,49.48535022735596,48.617484833135386,0.4769281659807488,-0.002761701042942044,0.4339326971102879,1.0042170184155395,0,2,3
2012-03-15,49.90800094604492,50.4630012512207,49.917999267578125,49.917999267578125,0,49.51660022735596,50.031700134277344,49.7736052921143,49.75422201754979,64.49663992357047,0.01938327456450395,-0.09631521826316797,0.11569849282767192,55.800546273008344,55.485558207711904,50.39868045704842,49.51660022735596,48.634519997663496,0.5012138911655981,0.0015653042770233938,0.44104011484623157,1.0109179452630137,0,3,3
2012-03-16,50.37799835205078,50.42300033569336,50.0,50.292999267578125,0,49.57135009765625,49.9840601348877,49.86658883979683,49.80042767195727,71.43300473972116,0.06616116783956016,-0.06381994104262234,0.1299811088821825,80.47234192525191,62.659663371940894,50.525377396637694,49.57135009765625,48.617322798674806,0.5117138453892309,0.009417275729275643,0.4770136494907223,1.0084600067138672,0,4,3
2012-03-19,50.132999420166016,50.24300003051758,50.0,50.15999984741211,0,49.6121000289917,49.933260116577145,49.907575082930556,49.82506261626904,64.65199631106309,0.08251246666151957,-0.03455345950179396,0.11706592616331353,67.61149736475338,67.96146185433788,50.58989038082633,49.6121000289917,48.63430967715706,0.5223565782819486,-0.004863212908394421,0.4888951759173168,1.0048600006103516,0,0,3
2012-03-20,50.22800064086914,50.50299835205078,50.04999923706055,50.23799896240234,0,49.666100120544435,49.890220108032224,49.95687132261342,49.85490987735053,67.75870949807455,0.1019614452628872,-0.007250478548857731,0.10921192381174492,71.78379515264987,73.28921148088504,50.65519591091209,49.666100120544435,48.67700433017678,0.53128514971052,0.0018949837791852886,0.49454789518382974,1.0090509315064045,0,1,3
2012-03-21,50.38800048828125,50.678001403808594,50.29800033569336,50.34299850463867,0,49.720350074768064,49.86598014831543,50.02319888656231,49.8943980707528,70.60401831417852,0.12880081580951241,0.019959780322816298,0.10884103548669612,78.06065594236816,72.48531615325713,50.744008437202304,49.720350074768064,48.69669171233382,0.5382140023367755,0.003185471158928088,0.5118291812171198,1.0075549935500234,0,2,3
2012-03-22,50.62799835205078,51.29800033569336,50.507999420166016,50.67300033569336,0,49.79085006713867,49.84354011535645,50.11624495817592,49.94873883233043,70.99234931305097,0.16750612584549174,0.04946904942735139,0.11803707641814035,64.69955722953921,71.51466944151908,50.861951460041276,49.79085006713867,48.719748674236065,0.5607139042445597,0.004762996376991513,0.5355506964513025,1.0156411048664882,0,3,3
2012-03-23,51.119998931884766,51.24800109863281,51.0,51.10300064086914,0,49.89220008850098,49.83694007873535,50.270668646438814,50.03549883970482,72.38680100218568,0.23516980673399246,0.0866092008886796,0.14856060584531286,89.19893614312532,77.31971643834423,51.06412426295572,49.89220008850098,48.72027591404623,0.5514283861432762,0.009717954409589113,0.5859620872273731,1.004862766639859,0,4,3
2012-03-26,51.167999267578125,51.47999954223633,50.900001525878906,51.167999267578125,0,50.00020008087158,49.831640090942386,50.40871951122948,50.11938776028803,70.16007687007897,0.28933175094145014,0.12715371089923372,0.16217804004221642,82.95078618285969,78.9497598518414,51.22591169305089,50.00020008087158,48.77448846869227,0.5310712541852679,0.0009389737225409256,0.6128558060896552,1.0113948526320287,0,0,3
2012-03-27,51.02299880981445,51.14799880981445,50.400001525878906,50.99800109863281,0,50.09270000457764,49.82450004577637,50.50322401870409,50.1863219121048,61.344217361256625,0.3169021065992865,0.1651033900392443,0.15179871656004224,75.02725531191959,82.39232587930154,51.334683617139234,50.09270000457764,48.85071639201604,0.5204282488141742,-0.0028338113633368245,0.6209918062808003,1.0148412155017787,0,1,3
2012-03-28,50.678001403808594,51.01300048828125,50.40999984741211,50.632999420166016,0,50.17320003509521,49.82506004333496,50.530112847181705,50.22274261519397,56.257862761246585,0.3073702319877327,0.193556758428942,0.11381347355879073,56.17491760870335,71.38431970116089,51.34209062943479,50.17320003509521,49.004309440755634,0.5314995901925224,-0.006761605825871153,0.5844452971697912,1.0119619250683274,0,2,3
2012-03-29,50.77299880981445,51.41299819946289,50.72800064086914,50.75,0,50.2617000579834,49.83332000732422,50.56747991835597,50.26350233331401,61.34152642730175,0.30397758504196304,0.21564092375154623,0.08833666129041681,61.36603831794598,64.18940374618964,51.32036767267893,50.2617000579834,49.20303244328787,0.539142336164202,0.0018745294481703478,0.5293338073477634,1.0135033423344084,0,3,3
2012-03-30,51.3380012512207,51.34799957275391,50.70000076293945,51.34299850463867,0,50.36870002746582,49.85402000427246,50.68602166187362,50.34309484575154,73.79177026084547,0.3429268161220804,0.2410981022256531,0.10182871389642734,91.59772743175863,69.71289445280264,51.40708762861587,50.36870002746582,49.33031242631577,0.5552136557442806,0.01112801005752373,0.5191938005750251,1.012781041421367,0,4,3
2012-04-02,50.86800003051758,50.928001403808594,50.650001525878906,50.8129997253418,0,50.43619995117187,49.86692001342774,50.71401833397269,50.38197671128977,62.548853992251445,0.33204162268292237,0.25928680631710693,0.07275481636581543,63.6147562175966,72.19284065576706,51.41558425388632,50.43619995117187,49.45681564845742,0.5857849121093756,-0.009155035436677617,0.48969215135722693,1.0054886450060154,0,0,4
2012-04-03,50.86800003051758,50.76300048828125,50.5099983215332,50.76300048828125,0,50.48794994354248,49.88748001098633,50.73770782574883,50.41797843863998,65.05220324581717,0.31972938710885046,0.27137532247545565,0.04835406463339481,60.81950037731794,72.0106613422244,51.442188110109974,50.48794994354248,49.53371177697499,0.5963565281459269,0.0,0.4771190832837466,1.0050089521907624,0,1,4
2012-04-04,50.25,51.233001708984375,50.720001220703125,50.720001220703125,0,50.482549858093265,49.892480010986326,50.6626758525567,50.40553559133331,54.2878569467654,0.25714026122339106,0.26852831022504275,-0.01138804900165169,16.891897116551924,47.10871790382216,51.44109702482632,50.482549858093265,49.52400269136021,0.5877851758684436,-0.012149092359574176,0.47927358336652826,1.0101143626958717,0,2,4
2012-04-05,51.108001708984375,51.167999267578125,50.95000076293945,51.04800033569336,0,50.524049949646,49.91464004516602,50.731187522776345,50.45757011856672,58.34099004308097,0.27361740420962377,0.26954612902195896,0.0040712751876648134,74.86500349251108,50.85880032879364,51.51657616385289,50.524049949646,49.53152373543911,0.6165708814348498,0.017074660875310954,0.49626310710344457,1.0042786751987105,0,3,4
2012-04-06,51.03300094604492,51.0,51.0,51.0,0,50.572049903869626,49.885440063476565,50.77762035712536,50.50019462430585,60.69901630542238,0.2774257328195091,0.27112204978146903,0.0063036830380400755,68.74136358058614,53.499421396549714,51.56558386057361,50.572049903869626,49.57851594716564,0.5972854069301066,-0.0014674955081694918,0.4967669783519912,1.0,0,4,4
2012-04-09,51.03300094604492,51.400001525878906,51.0,51.10499954223633,0,50.63605003356933,49.918340072631835,50.816909678497595,50.53966175924948,59.7908087232317,0.27724791924811143,0.2723472236747975,0.004900695573313907,62.18283449624662,68.59640052311461,51.57058974819978,50.63605003356933,49.70151031893889,0.5934998648507259,0.0,0.4672698573152234,1.0078431671740962,0,0,4
2012-04-10,51.04999923706055,51.47800064086914,51.04999923706055,51.13999938964844,0,50.69015007019043,49.88948005676269,50.852769610584204,50.57746453538363,58.341721248198645,0.27530507520057057,0.27293879397995213,0.002366281220618438,60.18508379986931,63.70309395890069,51.5863415546716,50.69015007019043,49.793958585709255,0.5931426456996378,0.00033308429252665306,0.44809574224058707,1.0083839649403536,0,1,4
2012-04-11,51.47299957275391,51.632999420166016,51.20000076293945,51.40299987792969,0,50.77229995727539,49.928940048217775,50.94818960476416,50.64380046407773,60.17828260549926,0.30438914068643186,0.2792288633212481,0.02516027736518378,87.02351008436958,69.79714279349517,51.63717382839404,50.77229995727539,49.90742608615675,0.569785526820592,0.008286000823018336,0.4324369355593222,1.008457004897937,0,2,4
2012-04-12,51.45800018310547,51.5880012512207,51.20000076293945,51.51599884033203,0,50.849799919128415,49.97790008544922,51.02662200143206,50.70411155437608,54.599908422341194,0.32251044705598275,0.287885180068195,0.03462526698778773,85.80701249601668,77.67186879341853,51.664930454186944,50.849799919128415,50.034669384069886,0.5532139369419647,-0.0002914030612737317,0.4075652675292647,1.0075781344238202,0,3,4
2012-04-13,51.22800064086914,51.5099983215332,51.16299819946289,51.16299819946289,0,50.892300033569335,50.0224600982666,51.05760333057622,50.74291815337557,50.77802630915082,0.31468517720065137,0.2932451794946863,0.021439997705965053,67.15332757879236,79.99461671972621,51.69235179127745,50.892300033569335,50.092248275861216,0.5365712302071712,-0.004469655669048778,0.40002587885405805,1.006782247606317,0,4,4
2012-04-16,51.542999267578125,51.7130012512207,51.25,51.290000915527344,0,50.96280002593994,50.08026008605957,51.13227962857651,50.80218342109428,56.4580330891584,0.3300962074822351,0.3006153850921961,0.02948082239003902,86.95304677756504,79.97112895079135,51.728905757882316,50.96280002593994,50.19669429399757,0.5163571493966244,0.006148954141647289,0.3830528659711889,1.009034170755526,0,0,4
2012-04-17,51.667999267578125,51.650001525878906,51.29999923706055,51.6150016784668,0,51.03479995727539,50.13256004333496,51.21469803457676,50.86631792824123,63.005753117106956,0.34838010633553296,0.31016832934086347,0.03821177699466949,96.2591958396753,83.45519006534424,51.78053258839539,51.03479995727539,50.28906732615539,0.4975716727120541,0.0024251596099613693,0.3728663155600002,1.0068226568035796,0,1,4
2012-04-18,51.46799850463867,51.79800033569336,51.29999923706055,51.53300094604492,0,51.08879985809326,50.181060028076175,51.25366733766321,50.91088685982622,58.885184628859776,0.34278047783698895,0.3166907590400886,0.026089718796900363,74.3787798911273,85.86367416945588,51.792556415716064,51.08879985809326,50.38504330047046,0.4806434086390909,-0.003870882669632536,0.35187827881140277,1.0097076238993985,0,2,4
2012-04-19,51.78799819946289,52.16299819946289,51.61800003051758,51.72299957275391,0,51.146799850463864,50.23386001586914,51.33587208563239,50.97585807016968,56.13743730619548,0.36001401546270984,0.32535541032461285,0.03465860513809699,77.31397291633974,82.65064954904744,51.881189457257285,51.146799850463864,50.41241024367044,0.4840006147112165,0.006217449757549343,0.36719480339670957,1.0105582968852551,0,3,4
2012-04-20,52.13800048828125,52.19300079345703,51.94300079345703,52.02299880981445,0,51.19769992828369,50.28686004638672,51.459276455270675,51.0619426937335,67.9075006212596,0.39733376153717614,0.3397510805671255,0.05758268097005065,96.73201281083618,82.80825520610107,52.055083034438816,51.19769992828369,50.340316822128564,0.46378653390066965,0.006758366822179784,0.4286915530775631,1.0048129679876232,0,4,4
2012-04-23,52.06800079345703,52.5880012512207,52.0,52.08000183105469,0,51.242700004577635,50.34116004943848,51.552926353453195,51.13646551593524,66.59292572208625,0.4164608375179526,0.3550930319572909,0.06136780556066168,72.16271684858634,82.06956752525407,52.18389676070273,51.242700004577635,50.30150324845254,0.48021507263183594,-0.0013425849508738041,0.4705983780625464,1.011307716369629,0,0,4
2012-04-24,52.49800109863281,52.86000061035156,52.323001861572266,52.40299987792969,0,51.316450119018555,50.4073600769043,51.698322468096215,51.23732000354247,82.78880072999998,0.4610024645537436,0.37627491847658145,0.08472754607716215,81.04714446918783,83.31395804287013,52.404811946375,51.316450119018555,50.22808829166211,0.5001435961042132,0.008258437017420794,0.544180913678222,1.0102631487046558,0,1,4
