Price,Close,High,Low,Open,Volume
Ticker,USDINR=X,USDINR=X,USDINR=X,USDINR=X,USDINR=X
Date,,,,,
2025-05-09,86.08219909667969,86.08290100097656,85.27110290527344,86.08219909667969,0
2025-05-12,85.4083023071289,85.40840148925781,83.71240234375,85.4083023071289,0
2025-05-13,84.9656982421875,85.46720123291016,84.60399627685547,84.9656982421875,0
2025-05-14,85.060302734375,85.51100158691406,84.90249633789062,85.060302734375,0
2025-05-15,85.48760223388672,85.731201171875,85.20330047607422,85.48760223388672,0
2025-05-16,85.44490051269531,85.67539978027344,85.21700286865234,85.44490051269531,0
2025-05-19,85.50029754638672,85.62860107421875,85.33300018310547,85.50029754638672,0
2025-05-20,85.37210083007812,85.63849639892578,85.36109924316406,85.37210083007812,0
2025-05-21,85.53610229492188,85.68470001220703,85.46710205078125,85.53610229492188,0
2025-05-22,85.60030364990234,86.09980010986328,85.4655990600586,85.60030364990234,0
2025-05-23,85.97489929199219,86.02279663085938,85.08219909667969,85.97489929199219,0
2025-05-26,85.19930267333984,85.19950103759766,84.768798828125,85.19930267333984,0
2025-05-27,85.158203125,85.44840240478516,82.0958023071289,85.158203125,0
2025-05-28,85.3604965209961,85.72149658203125,85.24729919433594,85.3604965209961,0
2025-05-29,85.38590240478516,85.61409759521484,85.38590240478516,85.38590240478516,0
2025-05-30,85.36129760742188,85.64140319824219,85.23860168457031,85.36129760742188,0
2025-06-02,85.52429962158203,85.62169647216797,85.28410339355469,85.52429962158203,0
2025-06-03,85.36370086669922,85.70449829101562,85.28520202636719,85.36370086669922,0
2025-06-04,85.70880126953125,86.010498046875,85.55130004882812,85.70880126953125,0
2025-06-05,85.9041976928711,86.02770233154297,85.61949920654297,85.9041976928711,0
2025-06-06,85.87750244140625,85.94000244140625,85.47799682617188,85.87750244140625,0
2025-06-09,85.7853012084961,85.85600280761719,85.48880004882812,85.77899932861328,0
2025-06-10,85.75599670410156,85.75599670410156,85.50800323486328,85.75599670410156,0
2025-06-11,85.65280151367188,85.6532974243164,85.404296875,85.65280151367188,0
2025-06-12,85.46980285644531,85.71289825439453,85.38050079345703,85.46980285644531,0
2025-06-13,85.68840026855469,86.20439910888672,85.62039947509766,85.68840026855469,0
2025-06-16,86.24919891357422,86.24120330810547,85.77400207519531,86.24919891357422,0
2025-06-17,86.10420227050781,86.38980102539062,85.88349914550781,86.10420227050781,0
2025-06-18,86.36270141601562,86.54630279541016,86.25260162353516,86.36270141601562,0
2025-06-19,86.61360168457031,86.90170288085938,86.32530212402344,86.61360168457031,0
2025-06-20,86.58380126953125,86.76309967041016,86.47100067138672,86.58380126953125,0
2025-06-23,86.5802993774414,87.02940368652344,86.55180358886719,86.5802993774414,0
2025-06-24,86.23300170898438,86.35459899902344,85.9000015258789,86.23300170898438,0
2025-06-25,85.90480041503906,86.1270980834961,85.79019927978516,85.90480041503906,0
2025-06-26,86.006103515625,86.11810302734375,85.58699798583984,86.006103515625,0
2025-06-27,85.66639709472656,85.77970123291016,85.37249755859375,85.66639709472656,0
2025-06-30,85.4552993774414,85.92769622802734,85.24199676513672,85.4552993774414,0
2025-07-01,85.71399688720703,85.74169921875,85.45929718017578,85.71399688720703,0
2025-07-02,85.6427993774414,85.77100372314453,85.510498046875,85.6427993774414,0
2025-07-03,85.69409942626953,85.697998046875,85.19270324707031,85.69409942626953,0
2025-07-04,85.31909942626953,85.5530014038086,85.30729675292969,85.31909942626953,0
2025-07-07,85.49629974365234,86.03009796142578,85.36100006103516,85.49629974365234,0
2025-07-08,85.89199829101562,85.89240264892578,85.62799835205078,85.89199829101562,0
2025-07-09,85.7073974609375,85.91590118408203,85.59719848632812,85.7073974609375,0
2025-07-10,85.70850372314453,85.76529693603516,85.45500183105469,85.70850372314453,0
2025-07-11,85.73480224609375,85.9052963256836,85.65989685058594,85.73480224609375,0
2025-07-14,85.82129669189453,86.04319763183594,84.55950164794922,85.82129669189453,0
2025-07-15,85.96839904785156,86.0281982421875,85.7437973022461,85.96839904785156,0
2025-07-16,85.99310302734375,86.07129669189453,85.7249984741211,85.99310302734375,0
2025-07-17,85.88520050048828,86.13200378417969,85.79499816894531,85.88520050048828,0
2025-07-18,86.04650115966797,86.22450256347656,85.92539978027344,86.04650115966797,0
2025-07-21,86.14859771728516,86.33920288085938,85.64600372314453,86.14859771728516,0
2025-07-22,86.19529724121094,86.44239807128906,86.04630279541016,86.19529724121094,0
2025-07-23,86.3427963256836,86.45800018310547,86.23049926757812,86.3427963256836,0
2025-07-24,86.39869689941406,86.44139862060547,86.23580169677734,86.39869689941406,0
2025-07-25,86.4302978515625,86.62740325927734,86.3844985961914,86.4302978515625,0
2025-07-28,86.506103515625,86.72109985351562,86.39959716796875,86.506103515625,0
2025-07-29,86.77760314941406,87.17400360107422,86.72570037841797,86.77760314941406,0
2025-07-30,87.06320190429688,87.78589630126953,86.98619842529297,87.06320190429688,0
2025-07-31,87.714599609375,87.77639770507812,87.2865982055664,87.714599609375,0
2025-08-01,87.4894027709961,87.74120330810547,87.143798828125,87.4894027709961,0
2025-08-04,87.24530029296875,87.98999786376953,87.06950378417969,87.24530029296875,0
2025-08-05,87.89330291748047,88.07949829101562,87.6729965209961,87.89330291748047,0
2025-08-06,87.72309875488281,87.84300231933594,87.6238021850586,87.72309875488281,0
2025-08-07,87.76249694824219,87.79180145263672,87.33300018310547,87.76249694824219,0
2025-08-08,87.43319702148438,87.73799896240234,87.39430236816406,87.43319702148438,0
2025-08-11,87.48829650878906,87.75579833984375,87.46640014648438,87.48829650878906,0
2025-08-12,87.66449737548828,87.73989868164062,87.53690338134766,87.66449737548828,0
2025-08-13,87.59559631347656,87.71700286865234,87.37590026855469,87.59559631347656,0
2025-08-14,87.44999694824219,87.68060302734375,87.38790130615234,87.44999694824219,0
2025-08-15,87.69180297851562,87.70819854736328,87.39689636230469,87.69180297851562,0
2025-08-18,87.51280212402344,87.54039764404297,87.3136978149414,87.51280212402344,0
2025-08-19,87.29509735107422,87.37049865722656,86.90910339355469,87.29509735107422,0
2025-08-20,87.0791015625,87.1666030883789,86.9800033569336,87.0791015625,0
2025-08-21,87.01820373535156,87.32649993896484,86.92410278320312,87.01820373535156,0
2025-08-22,87.29340362548828,87.54810333251953,87.177001953125,87.29340362548828,0
2025-08-25,87.3301010131836,87.60800170898438,87.23400115966797,87.3301010131836,0
2025-08-26,87.60859680175781,87.79000091552734,87.52279663085938,87.60859680175781,0
2025-08-27,87.60070037841797,87.9885025024414,87.60070037841797,87.60070037841797,0
2025-08-28,87.65910339355469,87.68299865722656,87.50920104980469,87.65910339355469,0
2025-08-29,87.5916976928711,88.28939819335938,87.51010131835938,87.5916976928711,0
2025-09-01,88.17430114746094,88.32150268554688,87.9302978515625,88.17430114746094,0
2025-09-02,88.00140380859375,88.18800354003906,87.81549835205078,88.00140380859375,0
2025-09-03,87.99829864501953,88.17980194091797,87.9749984741211,87.99829864501953,0
2025-09-04,88.072998046875,88.36029815673828,87.9749984741211,88.072998046875,0
2025-09-05,88.19290161132812,88.35340118408203,87.80010223388672,88.19290161132812,0
2025-09-08,88.1863021850586,88.2229995727539,87.82779693603516,88.1863021850586,0
2025-09-09,87.98049926757812,88.21929931640625,87.90010070800781,87.98049926757812,0
2025-09-10,88.21829986572266,88.24929809570312,87.97789764404297,88.21829986572266,0
2025-09-11,88.05339813232422,88.49099731445312,88.02660369873047,88.05339813232422,0
2025-09-12,88.2676010131836,88.40850067138672,88.21690368652344,88.2676010131836,0
2025-09-15,88.27729797363281,88.2970962524414,88.1260986328125,88.27729797363281,0
